,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,total_baths,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,total_sf,total_sf*total_qual,fireplace*fireplace_qu,beds*baths,garage_type_0,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,attached*built,mean,garage_type_0.1,garage_type_2Types.1,garage_type_Attchd.1,garage_type_Basment.1,garage_type_BuiltIn.1,garage_type_CarPort.1,garage_type_Detchd.1,garage_type_0.1.1,garage_type_2Types.1.1,garage_type_Attchd.1.1,garage_type_Basment.1.1,garage_type_BuiltIn.1.1,garage_type_CarPort.1.1,garage_type_Detchd.1.1,garage_type_0,garage_type_2Types,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd
592,591,534152120,20,RL,80.0,9650,0,0,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,4,3,1,5,686.0,1,0.0,664.0,1350.0,GasA,3,0,0,1334,0,0,1334,0.0,1.0,2,0,2,1,3,6,7,1,3,Attchd,1977.0,2,2.0,630.0,3,3,2,0,16,0,0,0,0,0,0,0,0,4,2009,WD ,167900,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2684.0,16104.0,3,5.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
593,1897,534425080,20,RL,69.05520046484602,14585,0,0,3,Lvl,4,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,3,3,CBlock,3,3,1,4,594.0,3,219.0,331.0,1144.0,GasA,5,0,0,1429,0,0,1429,0.0,1.0,1,0,3,1,4,7,7,2,4,Attchd,1960.0,1,2.0,572.0,3,3,2,216,110,0,0,0,0,0,0,0,0,6,2007,WD ,181900,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2573.0,15438.0,8,4.5,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
594,70,528458110,20,FV,75.0,9000,0,0,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4,3,3,6,1078.0,1,0.0,488.0,1566.0,GasA,5,0,0,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2008.0,2,2.0,750.0,3,3,2,144,168,0,0,0,0,0,0,0,0,4,2010,WD ,262500,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3132.0,25056.0,0,9.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
595,590,534151120,60,RL,69.05520046484602,13774,0,0,3,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,3,4,PConc,4,3,1,6,432.0,1,0.0,476.0,908.0,GasA,5,0,0,1316,972,0,2288,0.0,0.0,1,2,4,1,4,8,7,2,3,Attchd,1977.0,2,2.0,520.0,3,3,2,321,72,0,0,156,0,0,0,0,0,11,2009,WD ,230000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3196.0,22372.0,6,8.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
596,1172,533215080,120,FV,50.0,5119,0,0,3,Lvl,4,CulDSac,3,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5,3,3,6,1238.0,1,0.0,460.0,1698.0,GasA,5,0,0,1709,0,0,1709,1.0,0.0,2,0,2,1,4,5,7,1,3,Attchd,1999.0,3,2.0,506.0,3,3,2,97,65,0,0,0,0,0,0,0,0,1,2008,CWD,328900,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3407.0,30663.0,3,6.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
597,1714,528172070,20,RL,71.0,9254,0,0,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,1,6,119.0,1,0.0,1602.0,1721.0,GasA,5,0,0,1721,0,0,1721,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2005.0,2,2.0,554.0,3,3,2,168,27,0,0,0,0,0,0,0,0,1,2007,WD ,232698,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3442.0,27536.0,0,9.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
598,829,906380220,20,RL,95.0,10324,0,0,3,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,4,3,PConc,4,3,3,6,872.0,1,0.0,382.0,1254.0,GasA,5,0,0,1254,0,0,1254,1.0,0.0,2,0,2,1,4,5,7,0,0,Attchd,2008.0,2,3.0,810.0,3,3,2,168,92,0,0,0,0,0,0,0,0,3,2009,WD ,221800,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2508.0,20064.0,0,6.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
599,1397,905227050,50,RL,63.0,8375,0,0,4,Lvl,4,Corner,3,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,336.0,1,0.0,240.0,576.0,GasA,4,0,0,864,486,0,1350,1.0,0.0,1,1,2,1,4,6,5,0,0,2Types,1973.0,1,3.0,627.0,3,3,0,0,0,0,0,0,0,0,3,0,0,6,2008,WD ,152400,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1926.0,9630.0,0,5.0,0,1,0,0,0,0,0,,181469.70160897123,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
600,877,907290090,20,RL,75.0,9750,0,0,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,4,3,PConc,4,3,1,1,0.0,1,0.0,1630.0,1630.0,GasA,5,0,0,1630,0,0,1630,0.0,0.0,2,0,3,1,4,6,7,1,3,Attchd,2000.0,1,2.0,451.0,3,3,2,74,234,0,0,0,0,0,0,0,0,10,2009,WD ,213000,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3260.0,22820.0,3,6.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
601,2477,531376050,60,RL,74.0,7632,0,0,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,4,3,PConc,4,3,1,1,0.0,1,0.0,784.0,784.0,GasA,5,0,0,831,754,0,1585,0.0,0.0,2,1,3,1,4,7,7,0,0,Attchd,2005.0,2,2.0,449.0,3,3,2,100,77,0,0,0,0,0,0,0,0,3,2006,WD ,184900,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2369.0,16583.0,0,7.5,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
602,2871,909428110,190,RL,90.0,15750,0,0,4,Lvl,4,Corner,3,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,3,3,CBlock,3,3,2,4,841.0,1,0.0,324.0,1165.0,GasA,3,0,0,1336,0,0,1336,1.0,0.0,1,0,2,1,3,5,7,2,4,Attchd,1953.0,1,1.0,375.0,3,3,2,0,0,0,0,0,0,0,0,0,0,6,2006,WD ,157000,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2501.0,12505.0,8,4.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
603,2489,532353030,20,RL,69.05520046484602,9240,0,0,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,612.0,1,0.0,252.0,864.0,GasA,4,0,0,1211,0,0,1211,0.0,0.0,1,0,2,1,3,6,5,1,3,Detchd,1972.0,1,2.0,576.0,3,3,2,161,0,0,0,0,0,0,3,0,0,3,2006,WD ,144000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2075.0,10375.0,3,2.0,0,0,0,0,0,0,1,,181469.70160897123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
604,1655,527354050,20,RL,80.0,10400,0,0,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,3,3,CBlock,4,3,1,6,903.0,1,0.0,356.0,1259.0,GasA,5,0,0,1353,0,0,1353,1.0,0.0,2,0,2,1,3,5,7,1,3,Attchd,1979.0,2,2.0,478.0,3,3,2,240,141,0,0,0,0,0,0,0,0,8,2007,WD ,192350,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2612.0,15672.0,3,6.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
605,1891,534401120,20,RL,80.0,8800,0,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,3,3,CBlock,3,3,1,4,654.0,1,0.0,520.0,1174.0,GasA,5,0,0,1200,0,0,1200,0.0,1.0,2,0,3,1,3,6,7,1,3,Attchd,1966.0,2,2.0,440.0,3,3,2,0,0,0,0,0,0,0,3,0,0,10,2007,CWD,163500,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2374.0,16618.0,3,7.5,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
606,1419,906204150,60,RL,86.0,11839,0,0,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,PConc,4,3,1,6,1085.0,1,0.0,390.0,1475.0,GasA,5,0,0,1532,797,0,2329,1.0,0.0,2,1,4,1,4,10,7,1,5,Attchd,1990.0,1,2.0,514.0,3,3,2,192,121,0,0,0,0,0,0,0,0,5,2008,WD ,262280,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3804.0,26628.0,5,14.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
607,1473,907405020,20,RL,70.0,9135,0,0,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,4,3,PConc,4,3,3,6,810.0,1,0.0,726.0,1536.0,GasA,5,0,0,1536,0,0,1536,1.0,0.0,2,0,3,1,4,7,7,0,0,Attchd,2002.0,2,2.0,532.0,3,3,2,192,74,0,0,0,0,0,0,0,0,12,2008,WD ,214000,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3072.0,21504.0,0,9.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
608,2868,909425120,20,RL,90.0,14115,0,0,3,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,3,3,PConc,3,3,1,5,296.0,6,547.0,230.0,1073.0,GasA,5,0,0,1811,0,0,1811,0.0,0.0,1,0,2,1,5,6,7,1,4,Attchd,1956.0,3,2.0,470.0,3,3,2,0,0,280,0,0,0,0,0,0,0,7,2006,WD ,230000,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884.0,17304.0,4,2.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
609,1695,528108160,60,RL,109.0,14154,0,0,4,Lvl,4,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,4,3,PConc,5,4,1,1,0.0,1,0.0,1063.0,1063.0,GasA,5,0,0,1071,1101,0,2172,0.0,0.0,2,1,3,1,4,9,7,1,4,Attchd,2006.0,2,3.0,947.0,3,3,2,192,62,0,0,0,0,0,0,0,0,8,2007,New,280000,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3235.0,22645.0,4,7.5,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
610,2244,911128010,20,C (all),65.0,6565,0,0,4,Lvl,4,Corner,3,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,6,967.0,1,0.0,106.0,1073.0,GasA,4,0,4,1073,0,0,1073,1.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1985.0,1,2.0,720.0,3,3,2,0,444,0,0,0,0,0,0,0,0,8,2007,WD ,140000,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2146.0,8584.0,0,6.0,0,0,0,0,0,0,1,,181469.70160897123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
611,169,535477020,60,RL,70.0,7700,0,0,4,Lvl,4,Inside,3,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,756.0,756.0,GasA,3,0,0,1051,788,0,1839,0.0,0.0,1,1,4,1,3,7,7,1,3,Attchd,1966.0,1,2.0,442.0,3,3,2,0,124,216,0,0,0,0,0,0,0,6,2010,WD ,155000,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2595.0,15570.0,3,6.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
612,2670,902456015,50,C (all),63.0,4761,0,0,4,Lvl,4,Corner,3,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,2,1,1,0.0,1,0.0,1020.0,1020.0,GasA,2,1,2,1020,0,0,1020,0.0,0.0,1,0,2,1,2,5,7,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,105,0,0,0,0,0,0,0,10,2006,ConLD,64500,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040.0,6120.0,0,2.0,1,0,0,0,0,0,0,,181469.70160897123,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
613,247,906204230,60,RL,87.0,12361,0,0,3,Lvl,4,CulDSac,3,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,4,4,PConc,4,3,1,6,860.0,1,0.0,86.0,946.0,GasA,5,0,0,964,838,0,1802,0.0,1.0,2,1,3,1,4,8,7,1,4,2Types,2000.0,2,4.0,1017.0,3,3,2,450,92,0,0,0,0,0,0,0,0,5,2010,WD ,218000,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2748.0,16488.0,4,9.0,0,1,0,0,0,0,0,,181469.70160897123,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
614,2137,907200250,80,RL,72.0,9720,0,0,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,3,3,CBlock,3,5,3,5,755.0,1,0.0,240.0,995.0,GasA,3,0,0,1009,0,0,1009,0.0,0.0,2,0,3,1,3,6,7,1,2,Detchd,1977.0,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,3,0,0,6,2007,WD ,160000,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004.0,10020.0,2,6.0,0,0,0,0,0,0,1,,181469.70160897123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
615,1794,528456190,20,FV,72.0,8640,0,0,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,24.0,1,0.0,1314.0,1338.0,GasA,5,0,0,1338,0,0,1338,0.0,0.0,2,0,3,1,4,6,7,0,0,Attchd,2007.0,2,2.0,598.0,3,3,2,0,141,0,0,0,0,0,0,0,0,11,2007,New,208900,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2676.0,21408.0,0,6.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
616,1498,908154080,20,RL,123.0,47007,0,0,3,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,0,0,3820,0,0,3820,0.0,0.0,3,1,5,1,5,11,7,2,4,Attchd,1959.0,1,2.0,624.0,3,3,2,0,372,0,0,0,0,0,0,0,0,7,2008,WD ,284700,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3820.0,19100.0,8,17.5,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
617,1164,533212140,160,FV,30.0,3180,0,1,4,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,689.0,689.0,GasA,5,0,0,703,689,0,1392,0.0,0.0,2,0,2,1,4,5,7,0,0,Detchd,2007.0,1,2.0,540.0,3,3,2,0,102,0,0,0,0,0,0,0,0,3,2008,WD ,146000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2081.0,14567.0,0,4.0,0,0,0,0,0,0,1,,181469.70160897123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
618,1179,533250050,120,RL,38.0,14963,0,0,2,Lvl,4,Inside,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,1,6,786.0,1,0.0,474.0,1260.0,GasA,5,0,0,1288,0,0,1288,1.0,0.0,1,1,1,1,5,4,7,2,4,Attchd,1996.0,3,2.0,500.0,3,3,2,120,30,0,0,224,0,0,0,0,0,12,2008,WD ,245500,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2548.0,20384.0,8,2.5,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
619,1340,903228090,45,RM,50.0,5000,0,0,4,Bnk,4,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,992.0,992.0,GasA,5,0,0,1013,0,0,1013,0.0,0.0,1,0,3,1,3,6,7,0,0,Detchd,1926.0,1,1.0,160.0,2,3,2,0,0,101,0,0,0,0,0,0,0,4,2008,WD ,113000,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005.0,12030.0,0,3.0,0,0,0,0,0,0,1,,181469.70160897123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
620,436,528116010,20,RL,129.0,16870,0,0,3,Lvl,4,FR3,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,4,3,PConc,5,3,4,6,1531.0,1,0.0,251.0,1782.0,GasA,5,0,0,1782,0,0,1782,1.0,0.0,2,0,3,1,4,7,7,2,4,Attchd,2004.0,3,3.0,932.0,3,3,2,99,82,0,0,0,0,0,0,0,0,4,2009,WD ,296000,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3564.0,28512.0,8,9.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
621,1636,527210060,20,RL,86.0,14157,0,0,3,HLS,4,Corner,3,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,4,3,PConc,5,3,4,6,1249.0,1,0.0,673.0,1922.0,GasA,5,0,0,1922,0,0,1922,1.0,0.0,2,0,3,1,4,8,7,1,4,Attchd,2005.0,3,3.0,676.0,3,3,2,178,51,0,0,0,0,0,0,0,0,7,2007,WD ,377426,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3844.0,34596.0,4,9.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
622,421,528102040,20,RL,96.0,12456,0,0,4,Lvl,4,FR2,3,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,5,3,PConc,5,3,4,6,1172.0,1,0.0,528.0,1700.0,GasA,5,0,0,1718,0,0,1718,1.0,0.0,2,0,3,1,5,7,7,1,4,Attchd,2008.0,3,3.0,786.0,3,3,2,216,48,0,0,0,0,0,0,0,0,7,2009,WD ,337500,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3418.0,34180.0,4,9.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
623,457,528176030,20,RL,100.0,14836,0,0,3,HLS,4,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,730.0,5,3,PConc,5,3,4,6,2146.0,1,0.0,346.0,2492.0,GasA,5,0,0,2492,0,0,2492,1.0,0.0,2,1,2,1,5,8,7,1,5,Attchd,2004.0,3,3.0,949.0,3,3,2,226,235,0,0,0,0,0,0,0,0,2,2009,WD ,552000,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4984.0,49840.0,5,7.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
624,2834,908225180,50,RL,56.0,6956,0,0,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,2,3,2,1,0.0,1,0.0,624.0,624.0,GasA,5,0,0,624,312,0,936,0.0,0.0,1,0,3,1,3,5,7,0,0,Attchd,1948.0,1,1.0,265.0,3,1,2,0,0,0,0,0,0,0,0,0,0,4,2006,WD ,97900,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560.0,6240.0,0,3.0,0,0,1,0,0,0,0,,181469.70160897123,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
